Country,Customer_ID,Description,Invoice_Date,Item_Code,Invoice_ID,No_of_Rows,Unit_Price,Quantity,Sales_Amount
United Kingdom,13102,PACK OF 12 SPACEBOY TISSUES,9/1/2011,22614,540522,1,0.29,24,6.96
United Kingdom,17865,PLEASE ONE PERSON METAL SIGN,14-04-2011,21181,550017,1,2.1,12,25.2
United Kingdom,14036,LAVENDER SCENTED FABRIC HEART,28-02-2011,21114,545073,1,1.25,20,25.0
United Kingdom,15521,LUNCH BAG ALPHABET DESIGN,11/5/2011,23207,552822,1,1.65,6,9.9
United Kingdom,16316,SMALL POPCORN HOLDER,17-05-2011,22197,553461,1,0.85,12,10.2
France,12691,EASTER TIN BUNNY BOUQUET,24-01-2011,22859,541981,1,1.65,6,9.9
United Kingdom,14352,PAPER CHAIN KIT RETROSPOT,11/3/2011,22083,546399,1,2.95,12,35.4
United Kingdom,15867,ASSORTED COLOUR BIRD ORNAMENT,19-07-2011,84879,560579,1,1.69,8,13.52
United Kingdom,13004,VINTAGE BILLBOARD LOVE/HATE MUG,27-01-2011,21068,542370,1,1.25,12,15.0
EIRE,14911,MAGIC DRAWING SLATE PURDEY,28-03-2011,22536,547882,1,0.42,24,10.08
United Kingdom,16550,PARTY INVITES BALLOON GIRL,18-04-2011,21060,550464,1,0.85,3,2.55
EIRE,14911,SET OF 36 TEATIME PAPER DOILIES,18-05-2011,84987,553686,1,1.45,12,17.4
United Kingdom,17725,DRAWER KNOB VINTAGE GLASS BALL,17-07-2011,23025,560238,1,2.08,6,12.48
United Kingdom,13345,JUMBO BAG DOLLY GIRL DESIGN,25-02-2011,22663,544934,1,1.95,10,19.5
United Kingdom,13098,BREAD BIN DINER STYLE PINK,26-01-2011,22848,542233,1,14.95,4,59.8
Belgium,12876,PACK OF 60 SPACEBOY CAKE CASES,27-05-2011,22417,554938,1,0.55,24,13.2
United Kingdom,18056,EASTER TIN CHICKS IN GARDEN,24-02-2011,22861,544908,1,1.65,6,9.9
United Kingdom,16193,FAIRY TALE COTTAGE NIGHTLIGHT,17-04-2011,22466,550316,1,1.95,12,23.4
United Kingdom,15306,BUBBLEGUM RING ASSORTED,14-07-2011,23310,560051,1,0.42,72,30.24
United Kingdom,16931,BLUE OWL SOFT TOY,20-02-2011,22176,544460,1,2.95,1,2.95
United Kingdom,14130,FOLDING UMBRELLA RED/WHITE POLKADOT,24-01-2011,21706,541987,1,4.95,2,9.9
United Kingdom,18143,PACK OF 12 SPACEBOY TISSUES,21-07-2011,22614,560807,1,0.29,24,6.96
United Kingdom,14606,SET OF 20 KIDS COOKIE CUTTERS,19-04-2011,84375,550532,1,2.1,1,2.1
United Kingdom,14593,LARGE DECO JEWELLERY STAND,25-05-2011,23065,554603,1,12.5,6,75.0
Portugal,12757,PLASTERS IN TIN SPACEBOY,12/5/2011,22551,553017,1,1.65,2,3.3
United Kingdom,13892,LOVE HEART TRINKET POT,7/4/2011,22066,549248,1,0.39,96,37.44
United Kingdom,17841,VIPPASSPORT COVER,16-05-2011,20622,553390,1,2.1,1,2.1
United Kingdom,14591,JUMBO STORAGE BAG SKULLS,10/5/2011,21930,552652,1,2.08,1,2.08
United Kingdom,16899,WHITE WOOD GARDEN PLANT LADDER,16-05-2011,22487,553384,1,9.95,2,19.9
United Kingdom,14541,CHILDRENS CUTLERY RETROSPOT RED,25-02-2011,84997B,544944,1,4.15,5,20.75
United Kingdom,15068,WOOD 2 DRAWER CABINET WHITE FINISH,28-03-2011,82483,547937,1,6.95,2,13.9
EIRE,14156,BLUE COAT RACK PARIS FASHION,15-03-2011,22914,546660,1,4.95,6,29.7
United Kingdom,15644,FELTCRAFT DOLL EMILY,23-03-2011,22274,547553,1,2.95,1,2.95
United Kingdom,15984,GINGHAM ROSE WRAP,1/3/2011,22986,545337,1,0.42,25,10.5
United Kingdom,16700,ENAMEL MEASURING JUG CREAM,18-04-2011,22429,550468,1,4.25,4,17.0
United Kingdom,16110,SET OF 6 SPICE TINS PANTRY DESIGN,22-03-2011,22722,547374,1,3.95,1,3.95
United Kingdom,14534,ENAMEL FLOWER JUG CREAM,27-07-2011,22427,561512,1,5.95,1,5.95
United Kingdom,17975,LADIES & GENTLEMEN METAL SIGN,26-04-2011,85150,551016,1,2.55,12,30.6
United Kingdom,16942,SAVE THE PLANET MUG,26-04-2011,21871,551057,1,1.25,6,7.5
United Kingdom,16558,SET OF 6 VINTAGE NOTELETS KIT,31-05-2011,85016,555015,1,0.65,9,5.85
Unspecified,12743,COSY HOUR CIGAR BOX MATCHES,28-07-2011,21591,561658,1,1.25,1,1.25
Channel Islands,14934,CHOCOLATE THIS WAY METAL SIGN,2/3/2011,21908,545399,1,2.1,12,25.2
United Kingdom,14051,GREEN REGENCY TEACUP AND SAUCER,14-04-2011,22697,550186,1,2.95,12,35.4
United Kingdom,16558,DOORMAT AIRMAIL,21-03-2011,22366,547205,1,7.95,2,15.9
United Arab Emirates,17829,FRYING PAN PINK POLKADOT,14-02-2011,22200,543911,1,4.25,6,25.5
EIRE,14911,GINGHAM ROSE WRAP,26-01-2011,22986,542216,1,0.42,25,10.5
France,14277,RED POLKADOT BEAKER,11/5/2011,21394,552826,1,0.39,6,2.34
United Kingdom,12935,SET/2 RED RETROSPOT TEA TOWELS,24-01-2011,21035,541972,1,2.95,6,17.7
United Kingdom,17604,METAL SIGN NEIGHBOURHOOD WITCH,6/5/2011,22412,552183,1,2.1,3,6.3
United Kingdom,15626,MINI PAINTED GARDEN DECORATION,14-01-2011,85212,541126,1,0.21,72,15.12
Portugal,12766,SET 20 NAPKINS FAIRY CAKES DESIGN,13-04-2011,22851,549953,1,0.85,24,20.4
United Kingdom,18225,COOKING SET RETROSPOT,20-03-2011,22618,547052,1,9.95,1,9.95
United Kingdom,14584,I'M ON HOLIDAY METAL SIGN,25-05-2011,21907,554697,1,2.1,1,2.1
United Kingdom,16719,HANGING MEDINA LANTERN SMALL,18-04-2011,21324,550352,1,2.95,1,2.95
United Kingdom,17512,FRENCH BLUE METAL DOOR SIGN 5,24-03-2011,22680,547564,1,1.25,10,12.5
United Kingdom,13911,CLASSIC METAL BIRDCAGE PLANT HOLDER,8/4/2011,21340,549318,1,12.75,2,25.5
United Kingdom,17282,GARLAND WOODEN HAPPY EASTER,13-02-2011,22241,543800,1,1.25,1,1.25
United Kingdom,14606,ROUND CONTAINER SET OF 5 RETROSPOT,5/7/2011,22329,558991,1,1.65,1,1.65
United Kingdom,15841,FRENCH BLUE METAL DOOR SIGN 8,5/5/2011,22683,551984,1,1.25,20,25.0
United Kingdom,12854,BIRDHOUSE DECORATION MAGIC GARDEN,12/4/2011,22251,549844,1,1.25,6,7.5
United Kingdom,13427,VINTAGE EMBOSSED HEART,8/5/2011,23061,552312,1,1.25,12,15.0
United Kingdom,13999,VINTAGE RED ENAMEL TRIM JUG,6/7/2011,23252,559157,1,3.75,4,15.0
United Kingdom,13209,"ASSORTED FLOWER COLOUR ""LEIS""",19-07-2011,84212,560453,1,0.65,24,15.6
United Kingdom,15311,4 TRADITIONAL SPINNING TOPS,10/1/2011,22620,540680,1,1.25,2,2.5
United Kingdom,15799,WHITE METAL LANTERN,9/1/2011,71053,540541,1,3.75,4,15.0
United Kingdom,15491,GIN + TONIC DIET METAL SIGN,18-04-2011,21175,550350,1,2.55,12,30.6
United Kingdom,16136,ASSORTED COLOUR BIRD ORNAMENT,7/3/2011,84879,545711,1,1.69,8,13.52
United Kingdom,15687,RETROSPOT LARGE MILK JUG,23-02-2011,21533,544800,1,4.95,3,14.85
United Kingdom,12928,JUMBO BAG RED RETROSPOT,12/4/2011,85099B,549749,1,2.08,10,20.8
United Kingdom,12999,WATERING CAN BLUE ELEPHANT,8/4/2011,22431,549323,1,1.95,6,11.7
United Kingdom,13476,ROUND CAKE TIN VINTAGE RED,3/3/2011,22840,545543,1,7.95,2,15.9
France,12681,SET OF 4 KNICK KNACK TINS DOILEY,11/7/2011,23240,559607,1,4.15,6,24.9
United Kingdom,18010,TRADITIONAL WOODEN SKIPPING ROPE,28-03-2011,21891,547912,1,1.25,3,3.75
United Kingdom,18231,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,16-03-2011,22773,546729,1,1.25,12,15.0
United Kingdom,15719,PACK OF 60 SPACEBOY CAKE CASES,3/2/2011,22417,543111,1,0.55,3,1.65
United Kingdom,14465,LIGHT GARLAND BUTTERFILES PINK,7/4/2011,22780,549262,1,4.25,1,4.25
United Kingdom,13544,4 WILDFLOWER BOTANICAL CANDLES,13-04-2011,21618,549943,1,3.75,1,3.75
United Kingdom,13018,LUNCH BAG ALPHABET DESIGN,16-05-2011,23207,553235,1,1.65,10,16.5
United Kingdom,13985,SPACEBOY CHILDRENS BOWL,6/7/2011,23290,559125,1,1.25,8,10.0
United Kingdom,12935,SET OF 3 BUTTERFLY COOKIE CUTTERS,20-05-2011,84380,554009,1,1.25,12,15.0
United Kingdom,12901,RAIN PONCHO RETROSPOT,24-03-2011,21787,547583,1,0.85,48,40.8
United Kingdom,12916,WHITE HANGING HEART T-LIGHT HOLDER,23-01-2011,85123A,541838,1,2.55,32,81.6
United Kingdom,14862,WOODEN BOX OF DOMINOES,14-07-2011,21889,559979,1,1.25,12,15.0
United Kingdom,15834,APRON MODERN VINTAGE COTTON,7/3/2011,21043,545901,1,1.95,1,1.95
United Kingdom,12921,SET/5 RED RETROSPOT LID GLASS BOWLS,20-03-2011,20914,547066,1,2.95,6,17.7
France,12682,RED RETROSPOT UMBRELLA,2/2/2011,85014B,542922,1,5.95,3,17.85
United Kingdom,15053,PENS ASSORTED FUNNY FACE,3/3/2011,22610,545514,1,0.85,36,30.6
United Kingdom,12841,ASSORTED COLOURS SILK FAN,17-07-2011,15036,560261,1,0.83,12,9.96
United Kingdom,13742,BLACK KITCHEN SCALES,15-04-2011,22626,550296,1,8.5,1,8.5
United Kingdom,13230,STAR  T-LIGHT HOLDER,26-04-2011,21815,551152,1,1.45,2,2.9
Finland,12428,MOTHER'S KITCHEN SPOON REST,20-03-2011,23183,547086,1,3.75,6,22.5
United Kingdom,14631,POPPY'S PLAYHOUSE BEDROOM,14-02-2011,22745,543824,1,2.1,12,25.2
United Kingdom,14298,PINK MONTE CARLO HANDBAG,27-04-2011,84857C,551293,1,1.95,12,23.4
United Kingdom,15358,PAINT YOUR OWN CANVAS SET,15-02-2011,22493,543981,1,1.65,12,19.8
United Kingdom,14247,BOX/12 CHICK & EGG IN BASKET,6/3/2011,84218,545702,1,1.95,1,1.95
United Kingdom,17372,RETRO PINK BALL ASHTRAY,26-01-2011,84597C,542258,1,1.25,1,1.25
United Kingdom,14415,JUMBO BAG APPLES,19-04-2011,23199,550637,1,2.08,2,4.16
United Kingdom,14800,NUMBER TILE VINTAGE FONT 5,1/5/2011,22884,551516,1,1.95,1,1.95
United Kingdom,14502,GLASS  BEURRE DISH,20-02-2011,21658,544467,1,3.95,1,3.95
United Kingdom,17612,PACK OF 12 PINK POLKADOT TISSUES,15-02-2011,21986,543993,1,0.29,24,6.96
United Kingdom,14395,CHRYSANTHEMUM POCKET BOOK,7/4/2011,20759,549289,1,0.85,3,2.55
United Kingdom,13895,ANTIQUE SILVER T-LIGHT GLASS,19-07-2011,84946,560568,1,1.25,12,15.0
United Kingdom,15530,SWEETIES  STICKERS,7/4/2011,21725,549235,1,0.85,7,5.95
United Kingdom,13549,12 PENCILS TALL TUBE SKULLS,31-05-2011,20982,555004,1,0.85,12,10.2
Japan,12753,RED RETROSPOT MINI CASES,5/4/2011,20750,548993,1,6.35,48,304.8
United Kingdom,15845,TRADITIONAL WOODEN SKIPPING ROPE,25-02-2011,21891,544943,1,1.25,12,15.0
France,12494,RED RETROSPOT PICNIC BAG,17-02-2011,21936,544200,1,2.95,5,14.75
United Kingdom,16966,PACK OF 12 COLOURED PENCILS,13-04-2011,22491,549965,1,0.85,60,51.0
United Kingdom,15039,EDWARDIAN PARASOL NATURAL,19-01-2011,15056N,541552,1,5.95,7,41.65
Spain,12539,PACK OF 60 PINK PAISLEY CAKE CASES,10/1/2011,21977,540550,1,0.55,24,13.2
United Kingdom,17966,EMPIRE GIFT WRAP,11/7/2011,22047,559687,1,0.42,50,21.0
United Kingdom,12982,FELTCRAFT BUTTERFLY HEARTS,11/4/2011,22147,549646,1,1.45,12,17.4
United Kingdom,13418,RECYCLED ACAPULCO MAT GREEN,11/5/2011,23050,552724,1,8.25,2,16.5
United Kingdom,13246,WHITE HANGING HEART T-LIGHT HOLDER,17-05-2011,85123A,553487,1,2.95,4,11.8
United Kingdom,14778,SET OF 3 CAKE TINS PANTRY DESIGN,4/2/2011,22720,543187,1,4.95,3,14.85
United Kingdom,16755,ALARM CLOCK BAKELIKE ORANGE,27-04-2011,22729,551283,1,3.75,3,11.25
United Kingdom,15235,RED RETROSPOT STORAGE JAR,21-01-2011,22073,541800,1,3.75,4,15.0
United Kingdom,13138,TRADITIONAL KNITTING NANCY,29-07-2011,22621,561796,1,1.65,12,19.8
United Kingdom,17400,BATHROOM METAL SIGN,30-03-2011,82580,548400,1,0.55,5,2.75
United Kingdom,15984,3 TIER CAKE TIN RED AND CREAM,1/3/2011,22838,545337,1,14.95,1,14.95
Switzerland,13492,LUNCH BAG WOODLAND,1/7/2011,20726,558639,1,1.65,20,33.0
United Kingdom,16063,DECORATION WHITE CHICK MAGIC GARDEN,24-03-2011,22249,547690,1,0.85,16,13.6
United Kingdom,15078,LUNCH BAG PINK POLKADOT,20-05-2011,22384,553933,1,1.65,10,16.5
United Kingdom,15291,DOORMAT FAIRY CAKE,10/3/2011,48185,546310,1,6.75,10,67.5
United Kingdom,14600,PHOTO FRAME CORNICE,7/2/2011,22766,543285,1,2.95,8,23.6
United Kingdom,14262,BOYS VINTAGE TIN SEASIDE BUCKET,13-04-2011,21716,549944,1,2.55,8,20.4
United Kingdom,17576,PACK OF 60 PINK PAISLEY CAKE CASES,17-02-2011,21977,544330,1,0.55,6,3.3
United Kingdom,14502,MAGIC DRAWING SLATE BAKE A CAKE,13-07-2011,22533,559902,1,0.42,2,0.84
United Kingdom,15829,SET OF 12  VINTAGE POSTCARD SET,22-07-2011,85015,560930,1,0.65,24,15.6
United Kingdom,17530,GYMKHANA TREASURE BOOK BOX,17-05-2011,23194,553556,1,2.25,1,2.25
United Kingdom,17625,SET OF 12 FAIRY CAKE BAKING CASES,22-07-2011,23293,560996,1,0.83,2,1.66
United Kingdom,17735,JUMBO BAG PINK VINTAGE PAISLEY,5/5/2011,21929,551983,1,2.08,10,20.8
United Kingdom,15719,JUMBO BAG CHARLIE AND LOLA TOYS,24-05-2011,21033,554376,1,2.08,3,6.24
United Kingdom,17512,SET/20 STRAWBERRY PAPER NAPKINS,5/5/2011,21078,551902,1,0.85,24,20.4
EIRE,14911,6 RIBBONS RUSTIC CHARM,14-03-2011,22077,546541,1,1.65,12,19.8
United Kingdom,13736,BOX/12 CHICK & EGG IN BASKET,24-03-2011,84218,547658,1,1.95,1,1.95
United Kingdom,13475,GARLAND WOODEN HAPPY EASTER,14-02-2011,22241,543910,1,1.25,12,15.0
United Kingdom,12748,LUNCH BAG RED RETROSPOT,18-07-2011,20725,560412,1,1.65,3,4.95
United Kingdom,13842,36 PENCILS TUBE RED RETROSPOT,24-05-2011,20979,554372,1,1.25,16,20.0
United Kingdom,13488,ZINC METAL HEART DECORATION,12/1/2011,84836,540907,1,1.25,12,15.0
United Kingdom,14352,PICTURE DOMINOES,19-04-2011,22549,550517,1,1.45,12,17.4
EIRE,14911,CHILDRENS APRON SPACEBOY DESIGN,31-07-2011,22367,561870,1,1.95,8,15.6
United Kingdom,13969,HIPPY CHIC DECORATIVE PARASOL,21-01-2011,21631,541793,1,3.95,12,47.4
Germany,12472,STRAWBERRY CHARLOTTE BAG,24-07-2011,20723,561037,1,0.85,10,8.5
Belgium,12447,RED RETROSPOT BOWL,10/4/2011,20676,549559,1,1.25,8,10.0
United Kingdom,15329,JUMBO STORAGE BAG SUKI,28-07-2011,21931,561650,1,2.08,10,20.8
United Kingdom,16326,DOORMAT FANCY FONT HOME SWEET HOME,30-01-2011,21523,542597,1,7.95,1,7.95
United Kingdom,15039,JUMBO BAG CHARLIE AND LOLA TOYS,16-05-2011,21033,553229,1,2.08,9,18.72
United Kingdom,13044,"ELEPHANT, BIRTHDAY CARD,",21-02-2011,21507,544591,1,0.42,12,5.04
United Kingdom,15729,PARISIENNE KEY CABINET,11/5/2011,23110,552806,1,5.75,4,23.0
United Kingdom,16009,GREEN FERN JOURNAL,3/7/2011,20768,558751,1,2.55,2,5.1
United Kingdom,13136,ALARM CLOCK BAKELIKE IVORY,20-07-2011,22730,560691,1,3.75,4,15.0
United Kingdom,16225,JUMBO BAG VINTAGE LEAF,13-07-2011,23202,559898,1,2.08,4,8.32
Germany,12668,STRAWBERRY CERAMIC TRINKET BOX,25-03-2011,21232,547822,1,1.06,72,76.32
United Kingdom,17841,3 TRADITIONAl BISCUIT CUTTERS  SET,18-03-2011,22965,547019,1,2.1,1,2.1
United Kingdom,14970,DOORMAT RED RETROSPOT,1/4/2011,20685,548651,1,6.75,10,67.5
United Kingdom,15529,WATERING CAN BLUE ELEPHANT,6/4/2011,22431,549059,1,1.95,2,3.9
United Kingdom,16891,SCOTTIE DOG HOT WATER BOTTLE,21-07-2011,22111,560833,1,4.95,1,4.95
United Kingdom,13507,MAGIC SHEEP WOOL GROWING FROM PAPER,17-07-2011,84012,560239,1,2.55,12,30.6
United Kingdom,13956,PAPER CHAIN KIT 50'S CHRISTMAS,24-07-2011,22086,561079,1,2.95,2,5.9
United Kingdom,15806,RETROSPOT TEA SET CERAMIC 11 PC,5/7/2011,22139,558999,1,4.95,24,118.8
United Kingdom,13956,DECORATION WHITE CHICK MAGIC GARDEN,13-03-2011,22249,546424,1,0.85,1,0.85
United Kingdom,14895,ROUND CAKE TIN VINTAGE GREEN,4/4/2011,22841,548743,1,7.95,2,15.9
United Kingdom,13043,BREAD BIN DINER STYLE RED,11/3/2011,22846,546398,1,14.95,4,59.8
United Kingdom,15140,FELT FARM ANIMAL RABBIT,20-03-2011,22258,547076,1,1.25,12,15.0
Portugal,12356,CUPCAKE LACE PAPER SET 6,8/4/2011,22938,549435,1,1.95,12,23.4
United Kingdom,13018,12 PENCILS TALL TUBE POSY,27-05-2011,20984,554929,1,0.85,12,10.2
United Kingdom,13268,VINTAGE BILLBOARD DRINK ME MUG,17-03-2011,21071,546850,1,1.25,6,7.5
United Kingdom,16592,SET OF 12 MINI LOAF BAKING CASES,26-07-2011,23295,561247,1,0.83,12,9.96
United Kingdom,17594,LUNCH BAG  BLACK SKULL.,30-03-2011,20727,548234,1,1.65,20,33.0
United Kingdom,17243,WOOD BLACK BOARD ANT WHITE FINISH,23-01-2011,82484,541835,1,6.45,2,12.9
United Kingdom,15311,S/12 MINI RABBIT EASTER,8/3/2011,85187,545991,1,1.65,5,8.25
United Kingdom,17787,LAUNDRY 15C METAL SIGN,10/7/2011,82551,559527,1,1.45,3,4.35
United Kingdom,16686,RABBIT NIGHT LIGHT,29-05-2011,23084,554992,1,2.08,1,2.08
United Kingdom,16393,SPACEBOY LUNCH BOX,8/5/2011,22629,552286,1,1.95,2,3.9
United Kingdom,17690,FRENCH LAUNDRY SIGN BLUE METAL,17-01-2011,22671,541282,1,1.65,2,3.3
Finland,12405,ROUND SNACK BOXES SET OF4 WOODLAND,14-07-2011,22326,559928,1,2.95,18,53.1
United Kingdom,16638,RED HEARTS LIGHT CHAIN,14-01-2011,85180A,541218,1,1.25,12,15.0
United Kingdom,13373,BISCUIT TIN VINTAGE GREEN,8/3/2011,22843,545998,1,6.75,2,13.5
United Kingdom,14071,MINI WOODEN HAPPY BIRTHDAY GARLAND,24-03-2011,21381,547668,1,1.69,24,40.56
United Kingdom,14298,PURPLE BERTIE GLASS BEAD BAG CHARM,4/5/2011,90125D,551747,1,0.85,48,40.8
United Kingdom,16440,SPOTTY BUNTING,9/5/2011,23298,552365,1,4.95,4,19.8
United Kingdom,15865,IVORY DINER WALL CLOCK,10/5/2011,22191,552559,1,8.5,2,17.0
United Kingdom,18078,BIRDHOUSE DECORATION MAGIC GARDEN,25-03-2011,22251,547826,1,1.25,1,1.25
United Kingdom,13098,ASSORTED COLOURS SILK FAN,11/7/2011,15036,559654,1,0.83,24,19.92
United Kingdom,16905,GREEN REGENCY TEACUP AND SAUCER,24-03-2011,22697,547712,1,2.95,4,11.8
United Kingdom,14159,MIRRORED WALL ART STARS,13-07-2011,21365,559894,1,0.75,3,2.25
United Kingdom,13799,STRAWBERRY CERAMIC TRINKET BOX,18-02-2011,21232,544411,1,1.25,12,15.0
Germany,12625,SET/10 BLUE POLKADOT PARTY CANDLES,24-01-2011,21124,541965,1,1.25,24,30.0
Italy,12514,CHARLOTTE BAG DOLLY GIRL DESIGN,17-03-2011,22661,546875,1,0.85,10,8.5
United Kingdom,15095,PAINT YOUR OWN CANVAS SET,20-05-2011,22493,554039,1,1.65,24,39.6
United Kingdom,15785,COLOUR GLASS. STAR T-LIGHT HOLDER,5/7/2011,71477,558924,1,2.75,24,66.0
United Kingdom,13263,POTTERING IN THE SHED METAL SIGN,29-03-2011,21174,548188,1,2.08,2,4.16
United Kingdom,16241,75 GREEN PETIT FOUR CASES,4/1/2011,84993A,540098,1,0.42,1,0.42
United Kingdom,12748,CHILDS GARDEN SPADE BLUE,5/5/2011,22514,552036,1,2.1,2,4.2
United Kingdom,18013,BLUE HARMONICA IN BOX,7/7/2011,21914,559318,1,1.25,3,3.75
United Kingdom,13408,FANCY FONTS BIRTHDAY WRAP,6/1/2011,21497,540361,1,0.42,25,10.5
United Kingdom,13842,SET OF 6 SPICE TINS PANTRY DESIGN,7/1/2011,22722,540412,1,3.95,4,15.8
United Kingdom,17035,RED RETROSPOT BOWL,1/2/2011,20676,542869,1,1.25,8,10.0
United Kingdom,17238,POPPY'S PLAYHOUSE LIVINGROOM,6/7/2011,22746,559128,1,2.1,2,4.2
United Kingdom,15719,VICTORIAN GLASS HANGING T-LIGHT,24-05-2011,22178,554376,1,1.25,12,15.0
United Kingdom,13089,LUNCH BAG WOODLAND,21-07-2011,20726,560892,1,1.65,10,16.5
Channel Islands,14936,BAKING MOULD HEART WHITE CHOCOLATE,9/3/2011,22931,546091,1,2.55,6,15.3
United Kingdom,13606,PACK OF 12 RED RETROSPOT TISSUES,1/2/2011,21980,542859,1,0.29,48,13.92
United Kingdom,13373,ROUND CAKE TIN VINTAGE GREEN,8/3/2011,22841,545998,1,7.95,2,15.9
United Kingdom,15518,LUNCH BOX I LOVE LONDON,11/1/2011,22659,540816,1,1.95,6,11.7
United Kingdom,17841,ASSORTED COLOUR MINI CASES,6/7/2011,20749,559068,1,7.95,2,15.9
United Kingdom,17188,HEART OF WICKER SMALL,4/1/2011,22469,540022,1,1.65,24,39.6
United Kingdom,13854,CAKE PLATE LOVEBIRD WHITE,14-01-2011,22222,541172,1,1.95,12,23.4
Switzerland,12451,SKULLS  STICKERS,5/5/2011,21679,552013,1,0.85,12,10.2
United Kingdom,14009,JAM MAKING SET PRINTED,18-05-2011,22961,553678,1,1.45,12,17.4
United Kingdom,13141,60 TEATIME FAIRY CAKE CASES,19-04-2011,84991,550519,1,0.55,24,13.2
Unspecified,12363,SET/10 PINK POLKADOT PARTY CANDLES,11/4/2011,21122,549687,1,1.25,24,30.0
United Kingdom,14606,BLACK ENCHANTED FOREST PLACEMAT,12/5/2011,85114A,552894,1,1.65,4,6.6
United Kingdom,16770,GLASS STAR FROSTED T-LIGHT HOLDER,30-01-2011,21730,542608,1,4.95,2,9.9
United Kingdom,13089,PINK POLKADOT WRAP,21-07-2011,21500,560895,1,0.42,25,10.5
United Kingdom,13162,LUNCH BAG  BLACK SKULL.,20-04-2011,20727,550805,1,1.65,20,33.0
United Kingdom,16686,BUNDLE OF 3 RETRO NOTE BOOKS,29-05-2011,23191,554992,1,1.65,1,1.65
United Kingdom,17841,SWEETHEART CERAMIC TRINKET BOX,16-05-2011,21231,553390,1,1.25,2,2.5
United Kingdom,17126,12 PENCILS TALL TUBE POSY,10/7/2011,20984,559542,1,0.29,8,2.32
Spain,12597,WOODLAND DESIGN  COTTON TOTE BAG,16-03-2011,21578,546760,1,2.25,6,13.5
United Kingdom,14810,JUMBO STORAGE BAG SKULLS,25-05-2011,21930,554638,1,2.08,4,8.32
United Kingdom,14210,RED RETROSPOT SMALL MILK JUG,26-04-2011,21535,551147,1,2.55,6,15.3
United Kingdom,14978,DOORMAT TOPIARY,18-04-2011,48129,550360,1,7.95,2,15.9
United Kingdom,17381,VINTAGE SNAP CARDS,21-04-2011,21790,550917,1,0.72,216,155.52
France,12678,PLASTERS IN TIN STRONGMAN,31-03-2011,22555,548496,1,1.45,96,139.2
Germany,12474,RETROSPOT TEA SET CERAMIC 11 PC,14-01-2011,22139,541224,1,4.95,3,14.85
United Kingdom,16553,CACTI T-LIGHT CANDLES,18-05-2011,85175,553676,1,0.36,256,92.16
United Kingdom,17921,SET OF 3 CAKE TINS PANTRY DESIGN,18-03-2011,22720,546993,1,4.95,2,9.9
Netherlands,14646,36 FOIL STAR CAKE CASES,21-01-2011,22955,541711,1,1.85,48,88.8
United Kingdom,16188,CARD CIRCUS PARADE,27-04-2011,22716,551192,1,0.42,12,5.04
United Kingdom,12922,SET/6 RED SPOTTY PAPER PLATES,1/7/2011,21094,558738,1,0.85,12,10.2
United Kingdom,14227,JUMBO BAG PINK POLKADOT,8/4/2011,22386,549449,1,2.08,10,20.8
United Kingdom,17231,SILVER HOOP EARRINGS WITH FLOWER,14-02-2011,90145,543975,1,5.95,1,5.95
EIRE,14911,HEART IVORY TRELLIS LARGE,23-05-2011,22296,554139,1,1.65,12,19.8
United Kingdom,13199,6 RIBBONS EMPIRE,16-02-2011,22076,544129,1,1.65,24,39.6
United Kingdom,15053,FELTCRAFT HAIRBANDS PINK AND WHITE,3/3/2011,22565,545514,1,0.85,12,10.2
United Kingdom,15021,KITTY PENCIL ERASERS,5/5/2011,16236,551956,1,0.21,1,0.21
United Kingdom,14367,SMALL IVORY HEART WALL ORGANISER,11/5/2011,23132,552839,1,5.75,6,34.5
United Kingdom,14334,HANGING WOOD AND FELT BUTTERFLY,24-01-2011,85203,541919,1,0.42,24,10.08
United Kingdom,13658,WATERING CAN BLUE ELEPHANT,19-05-2011,22431,553894,1,1.95,6,11.7
United Kingdom,13035,PAPER CHAIN KIT SKULLS,24-03-2011,22085,547565,1,2.95,12,35.4
United Kingdom,15806,SET 12 KIDS  WHITE CHALK STICKS,8/3/2011,21917,545907,1,0.42,24,10.08
United Kingdom,12748,MAGIC DRAWING SLATE DOLLY GIRL,1/7/2011,22530,558702,1,0.42,1,0.42
United Kingdom,17228,TRAVEL CARD WALLET VINTAGE ROSE,16-05-2011,23003,553224,1,0.42,7,2.94
United Kingdom,13523,RED DINER WALL CLOCK,24-05-2011,22193,554348,1,8.5,2,17.0
United Kingdom,18036,SET OF 9 HEART SHAPED BALLOONS,8/4/2011,22435,549368,1,1.25,2,2.5
United Kingdom,15601,CARD BILLBOARD FONT,27-01-2011,22983,542407,1,0.42,12,5.04
United Kingdom,14315,PIZZA PLATE IN BOX,18-03-2011,22107,546990,1,3.75,4,15.0
United Kingdom,17068,STRAWBERRY SHOPPER BAG,14-04-2011,20717,550052,1,1.25,10,12.5
United Kingdom,17841,LUNCH BOX WITH CUTLERY RETROSPOT,18-03-2011,22352,547019,1,2.55,1,2.55
United Kingdom,13311,ENGLISH ROSE SCENTED HANGING FLOWER,12/7/2011,47574A,559806,1,0.75,4,3.0
United Kingdom,17965,TRAVEL CARD WALLET RETRO PETALS,1/3/2011,22999,545294,1,0.42,24,10.08
